precid,huid,Block2010str,sex,race,hispan,randagePCT12,gqtype,hcb_lat,hcb_lon,Earnings,agegroupLODES,Education,jobtype,IndustryCode,NAICS2D,wet_lat,wet_lon,hcb_wet_line,SIName,od_distance
370810126042010PJ1,,B370810126042010,2,1.0,0.0,,,36.0442823,-79.8207323,1.0,1.0,0.0,JT07,15.0,61.0,34.623703,-79.053109,"LINESTRING ( -79.8207323 36.0442823, -79.053109 34.623703)",PUBLIC SCHOOLS OF REBESON CNTY,170.5452834064634
370810126044003PJ1,,B370810126044003,1,2.0,0.0,,,36.045047,-79.8018697,3.0,2.0,1.0,JT07,15.0,61.0,34.623703,-79.053109,"LINESTRING ( -79.8018697 36.045047, -79.053109 34.623703)",PUBLIC SCHOOLS OF REBESON CNTY,170.05650220623116
370810126071021PJ1,,B370810126071021,1,4.0,0.0,,,36.0412174,-79.8867746,3.0,2.0,4.0,JT07,15.0,61.0,34.623703,-79.053109,"LINESTRING ( -79.8867746 36.0412174, -79.053109 34.623703)",PUBLIC SCHOOLS OF REBESON CNTY,172.3400102042804
370810126092000PJ2,,B370810126092000,2,2.0,1.0,,,36.0353533,-79.8547188,1.0,2.0,1.0,JT07,15.0,61.0,34.623703,-79.053109,"LINESTRING ( -79.8547188 36.0353533, -79.053109 34.623703)",PUBLIC SCHOOLS OF REBESON CNTY,170.6814240563745
370810127033021PJ1,,B370810127033021,1,1.0,0.0,,,36.1217727,-79.7869637,3.0,1.0,0.0,JT07,15.0,61.0,34.623703,-79.053109,"LINESTRING ( -79.7869637 36.1217727, -79.053109 34.623703)",PUBLIC SCHOOLS OF REBESON CNTY,177.71163825362186
370810128031078PJ1,,B370810128031078,1,2.0,0.0,,,36.0698537,-79.7351273,3.0,2.0,4.0,JT07,15.0,61.0,34.63871,-79.01208,"LINESTRING ( -79.7351273 36.0698537, -79.01208 34.63871)",TANGLEWOOD ELEMENTARY SCHOOL,170.80330883282593
370810139001004PJ1,,B370810139001004,2,2.0,0.0,,,35.9581702,-79.9983066,3.0,2.0,3.0,JT07,15.0,61.0,34.623703,-79.053109,"LINESTRING ( -79.9983066 35.9581702, -79.053109 34.623703)",PUBLIC SCHOOLS OF REBESON CNTY,167.98639320652595
370810144061026PJ1,,B370810144061026,1,2.0,0.0,,,35.9820561,-79.9735466,3.0,2.0,3.0,JT07,15.0,61.0,34.623703,-79.053109,"LINESTRING ( -79.9735466 35.9820561, -79.053109 34.623703)",PUBLIC SCHOOLS OF REBESON CNTY,169.41421415216047
370810153001044PJ1,,B370810153001044,2,1.0,0.0,,,36.0906493,-79.621488,3.0,3.0,3.0,JT07,15.0,61.0,34.623703,-79.053109,"LINESTRING ( -79.621488 36.0906493, -79.053109 34.623703)",PUBLIC SCHOOLS OF REBESON CNTY,170.34131272047884
370810154011000PJ1,,B370810154011000,1,2.0,0.0,,,36.1677359,-79.6074052,2.0,1.0,0.0,JT07,15.0,61.0,34.62287,-79.03482,"LINESTRING ( -79.6074052 36.1677359, -79.03482 34.62287)",WEST LUMBERTON ELEMENTARY SCHL,178.41056829873708
370810164072036PJ1,,B370810164072036,2,7.0,1.0,,,36.0330107,-79.9233237,2.0,2.0,4.0,JT07,15.0,61.0,34.623703,-79.053109,"LINESTRING ( -79.9233237 36.0330107, -79.053109 34.623703)",PUBLIC SCHOOLS OF REBESON CNTY,172.74779291577718
370810165032019PJ1,,B370810165032019,2,2.0,0.0,,,36.0412514,-79.9038558,2.0,3.0,2.0,JT07,15.0,61.0,34.623703,-79.053109,"LINESTRING ( -79.9038558 36.0412514, -79.053109 34.623703)",PUBLIC SCHOOLS OF REBESON CNTY,172.92016013003754
370839307003047PJ1,,B370839307003047,1,1.0,1.0,,,36.4316517,-77.9142071,3.0,1.0,0.0,JT07,15.0,61.0,34.623703,-79.053109,"LINESTRING ( -77.9142071 36.4316517, -79.053109 34.623703)",PUBLIC SCHOOLS OF REBESON CNTY,233.9710720054905
370850708022044PJ1,,B370850708022044,2,3.0,1.0,,,35.4072977,-78.7407347,2.0,2.0,2.0,JT07,15.0,61.0,34.623703,-79.053109,"LINESTRING ( -78.7407347 35.4072977, -79.053109 34.623703)",PUBLIC SCHOOLS OF REBESON CNTY,98.52401073791762
370850712022000PJ1,,B370850712022000,2,1.0,0.0,,,35.2338625,-78.9381742,2.0,2.0,3.0,JT07,15.0,61.0,34.623703,-79.053109,"LINESTRING ( -78.9381742 35.2338625, -79.053109 34.623703)",PUBLIC SCHOOLS OF REBESON CNTY,74.02384282977862
370879208001075PJ1,,B370879208001075,1,1.0,0.0,,,35.4643597,-83.0563534,2.0,2.0,1.0,JT07,15.0,61.0,34.623703,-79.053109,"LINESTRING ( -83.0563534 35.4643597, -79.053109 34.623703)",PUBLIC SCHOOLS OF REBESON CNTY,365.12272086380295
370879209001018PJ1,,B370879209001018,1,1.0,0.0,,,35.4928704,-82.9984975,3.0,3.0,3.0,JT07,15.0,61.0,34.623703,-79.053109,"LINESTRING ( -82.9984975 35.4928704, -79.053109 34.623703)",PUBLIC SCHOOLS OF REBESON CNTY,360.8446037088333
370899301002024PJ1,,B370899301002024,2,1.0,0.0,,,35.4314219,-82.3794465,2.0,2.0,2.0,JT07,15.0,61.0,34.623703,-79.053109,"LINESTRING ( -82.3794465 35.4314219, -79.053109 34.623703)",PUBLIC SCHOOLS OF REBESON CNTY,305.0300379073925
370899318021014PJ1,,B370899318021014,2,1.0,0.0,,,35.3371805,-82.5255331,1.0,2.0,3.0,JT07,15.0,61.0,34.623703,-79.053109,"LINESTRING ( -82.5255331 35.3371805, -79.053109 34.623703)",PUBLIC SCHOOLS OF REBESON CNTY,315.0139484376849
370919501001043PJ1,,B370919501001043,2,2.0,0.0,,,36.5033123,-77.0602638,1.0,2.0,4.0,JT07,15.0,61.0,34.623703,-79.053109,"LINESTRING ( -77.0602638 36.5033123, -79.053109 34.623703)",PUBLIC SCHOOLS OF REBESON CNTY,285.99745917842307
370939701025000PJ1,,B370939701025000,1,1.0,0.0,,,35.0128747,-79.0759408,3.0,3.0,4.0,JT07,15.0,61.0,34.623703,-79.053109,"LINESTRING ( -79.0759408 35.0128747, -79.053109 34.623703)",PUBLIC SCHOOLS OF REBESON CNTY,46.99375591784391
370939701032020PJ1,,B370939701032020,2,2.0,0.0,,,34.9906878,-79.080351,2.0,1.0,0.0,JT07,15.0,61.0,34.623703,-79.053109,"LINESTRING ( -79.080351 34.9906878, -79.053109 34.623703)",PUBLIC SCHOOLS OF REBESON CNTY,44.498488514581645
370939702012068PJ4,,B370939702012068,2,1.0,0.0,,,35.0577289,-79.3461969,2.0,2.0,3.0,JT07,15.0,61.0,34.623703,-79.053109,"LINESTRING ( -79.3461969 35.0577289, -79.053109 34.623703)",PUBLIC SCHOOLS OF REBESON CNTY,52.89923087560095
370939702013036PJ1,,B370939702013036,1,2.0,0.0,,,34.9917673,-79.2469185,1.0,1.0,0.0,JT07,15.0,61.0,34.623703,-79.053109,"LINESTRING ( -79.2469185 34.9917673, -79.053109 34.623703)",PUBLIC SCHOOLS OF REBESON CNTY,43.87542691330599
370939702021008PJ2,,B370939702021008,2,2.0,0.0,,,34.9953806,-79.2823094,1.0,1.0,0.0,JT07,15.0,61.0,34.623703,-79.053109,"LINESTRING ( -79.2823094 34.9953806, -79.053109 34.623703)",PUBLIC SCHOOLS OF REBESON CNTY,44.78696743290109
370939702022101PJ1,,B370939702022101,2,2.0,0.0,,,34.8840556,-79.3388718,2.0,2.0,3.0,JT07,15.0,61.0,34.63871,-79.01208,"LINESTRING ( -79.3388718 34.8840556, -79.01208 34.63871)",TANGLEWOOD ELEMENTARY SCHOOL,34.46668699628089
370939703001004PJ1,,B370939703001004,1,1.0,0.0,,,35.0002815,-79.237581,3.0,2.0,4.0,JT07,15.0,61.0,34.63871,-79.01208,"LINESTRING ( -79.237581 35.0002815, -79.01208 34.63871)",TANGLEWOOD ELEMENTARY SCHOOL,44.71924634879397
370939703004048PJ1,,B370939703004048,1,1.0,0.0,,,34.9722682,-79.2325499,1.0,3.0,3.0,JT07,15.0,61.0,34.623703,-79.053109,"LINESTRING ( -79.2325499 34.9722682, -79.053109 34.623703)",PUBLIC SCHOOLS OF REBESON CNTY,41.57387855913886
370999507002054PJ1,,B370999507002054,1,1.0,0.0,,,35.3018337,-83.0673566,2.0,2.0,3.0,JT07,15.0,61.0,34.623703,-79.053109,"LINESTRING ( -83.0673566 35.3018337, -79.053109 34.623703)",PUBLIC SCHOOLS OF REBESON CNTY,362.11191462739816
371070101004003PJ1,,B371070101004003,2,2.0,0.0,,,35.3059916,-77.5117138,3.0,2.0,4.0,JT07,15.0,61.0,34.623703,-79.053109,"LINESTRING ( -77.5117138 35.3059916, -79.053109 34.623703)",PUBLIC SCHOOLS OF REBESON CNTY,171.68242874244208
371090710014012PJ1,,B371090710014012,2,1.0,0.0,,,35.4607489,-81.1392943,1.0,1.0,0.0,JT07,15.0,61.0,34.60538,-79.03276,"LINESTRING ( -81.1392943 35.4607489, -79.03276 34.60538)",LUMBERTON JUNIOR HIGH SCHOOL,201.85236974119104
371139705021084PJ1,,B371139705021084,2,1.0,0.0,,,35.0464466,-83.1552676,2.0,2.0,4.0,JT07,15.0,61.0,34.623703,-79.053109,"LINESTRING ( -83.1552676 35.0464466, -79.053109 34.623703)",PUBLIC SCHOOLS OF REBESON CNTY,365.5675304177021
371150105002102PJ1,,B371150105002102,2,1.0,0.0,,,35.7996897,-82.6815307,2.0,3.0,2.0,JT07,15.0,61.0,34.623703,-79.053109,"LINESTRING ( -82.6815307 35.7996897, -79.053109 34.623703)",PUBLIC SCHOOLS OF REBESON CNTY,344.3487355415334
371190058292000PJ1,,B371190058292000,1,1.0,0.0,,,35.0928929,-80.8608632,1.0,3.0,4.0,JT07,15.0,61.0,34.623703,-79.053109,"LINESTRING ( -80.8608632 35.0928929, -79.053109 34.623703)",PUBLIC SCHOOLS OF REBESON CNTY,162.2545689201745
371190058361000PJ1,,B371190058361000,2,1.0,0.0,,,35.0623117,-80.8777076,3.0,2.0,3.0,JT07,15.0,61.0,34.623703,-79.053109,"LINESTRING ( -80.8777076 35.0623117, -79.053109 34.623703)",PUBLIC SCHOOLS OF REBESON CNTY,162.62322032707618
371190061061008PJ1,,B371190061061008,2,4.0,0.0,,,35.3451788,-80.8716877,1.0,1.0,0.0,JT07,15.0,61.0,34.623703,-79.053109,"LINESTRING ( -80.8716877 35.3451788, -79.053109 34.623703)",PUBLIC SCHOOLS OF REBESON CNTY,174.4039082016602
371190061081002PJ1,,B371190061081002,2,2.0,0.0,,,35.3186056,-80.8805006,1.0,1.0,0.0,JT07,15.0,61.0,34.623703,-79.053109,"LINESTRING ( -80.8805006 35.3186056, -79.053109 34.623703)",PUBLIC SCHOOLS OF REBESON CNTY,173.75511246083624
371190062044008PJ1,,B371190062044008,2,1.0,0.0,,,35.4564829,-80.8907916,3.0,2.0,3.0,JT07,15.0,61.0,34.623703,-79.053109,"LINESTRING ( -80.8907916 35.4564829, -79.053109 34.623703)",PUBLIC SCHOOLS OF REBESON CNTY,182.0014907853512
371190064031015PJ1,,B371190064031015,2,1.0,0.0,,,35.5077942,-80.8527575,3.0,3.0,4.0,JT07,15.0,61.0,34.623703,-79.053109,"LINESTRING ( -80.8527575 35.5077942, -79.053109 34.623703)",PUBLIC SCHOOLS OF REBESON CNTY,182.1171932937343
371259507021022PJ1,,B371259507021022,2,1.0,0.0,,,35.1731204,-79.4546231,2.0,2.0,3.0,JT07,15.0,61.0,34.623703,-79.053109,"LINESTRING ( -79.4546231 35.1731204, -79.053109 34.623703)",PUBLIC SCHOOLS OF REBESON CNTY,68.21074056758316
371259508022007PJ1,,B371259508022007,1,1.0,0.0,,,35.2096958,-79.408003,3.0,3.0,4.0,JT07,15.0,61.0,34.623703,-79.053109,"LINESTRING ( -79.408003 35.2096958, -79.053109 34.623703)",PUBLIC SCHOOLS OF REBESON CNTY,70.69555384714295
371290103001011PJ1,,B371290103001011,2,2.0,0.0,,,34.2489792,-77.8937085,2.0,3.0,4.0,JT07,15.0,61.0,34.623703,-79.053109,"LINESTRING ( -77.8937085 34.2489792, -79.053109 34.623703)",PUBLIC SCHOOLS OF REBESON CNTY,124.90515378643698
371290117011011PJ1,,B371290117011011,2,1.0,0.0,,,34.2456662,-77.8524414,3.0,2.0,3.0,JT07,15.0,61.0,34.62287,-79.03482,"LINESTRING ( -77.8524414 34.2456662, -79.03482 34.62287)",WEST LUMBERTON ELEMENTARY SCHL,128.62051902729854
371350116022000PJ1,,B371350116022000,2,2.0,0.0,,,35.9050918,-79.0512223,3.0,2.0,3.0,JT07,15.0,61.0,34.623703,-79.053109,"LINESTRING ( -79.0512223 35.9050918, -79.053109 34.623703)",PUBLIC SCHOOLS OF REBESON CNTY,145.6169620608259
371399602001013PJ1,,B371399602001013,1,2.0,0.0,,,36.2907069,-76.2104236,3.0,3.0,4.0,JT07,15.0,61.0,34.623703,-79.053109,"LINESTRING ( -76.2104236 36.2907069, -79.053109 34.623703)",PUBLIC SCHOOLS OF REBESON CNTY,328.67907167707347
371459202003078PJ1,,B371459202003078,1,2.0,0.0,,,36.4236981,-79.0947836,3.0,2.0,2.0,JT07,15.0,61.0,34.60538,-79.03276,"LINESTRING ( -79.0947836 36.4236981, -79.03276 34.60538)",LUMBERTON JUNIOR HIGH SCHOOL,202.93135916467145
371510305031023PJ1,,B371510305031023,2,2.0,0.0,,,35.7563247,-79.953223,3.0,2.0,3.0,JT07,15.0,61.0,34.63871,-79.01208,"LINESTRING ( -79.953223 35.7563247, -79.01208 34.63871)",TANGLEWOOD ELEMENTARY SCHOOL,146.19055626239236
371539708002003PJ1,,B371539708002003,2,1.0,0.0,,,34.9097047,-79.7732529,3.0,3.0,4.0,JT07,15.0,61.0,34.623703,-79.053109,"LINESTRING ( -79.7732529 34.9097047, -79.053109 34.623703)",PUBLIC SCHOOLS OF REBESON CNTY,63.64329655119645
371539709001037PJ1,,B371539709001037,2,1.0,0.0,,,34.8726463,-79.7387343,3.0,2.0,4.0,JT07,15.0,61.0,34.623703,-79.053109,"LINESTRING ( -79.7387343 34.8726463, -79.053109 34.623703)",PUBLIC SCHOOLS OF REBESON CNTY,58.79860771687774
371539710001009PJ1,,B371539710001009,2,2.0,0.0,,,34.9620655,-79.6549261,1.0,1.0,0.0,JT07,15.0,61.0,34.61064,-79.02268,"LINESTRING ( -79.6549261 34.9620655, -79.02268 34.61064)",W H KNUCKLES ELEMENTARY SCHOOL,58.6792321477947
371590519023009PJ1,,B371590519023009,2,1.0,0.0,,,35.8055378,-80.6244145,1.0,1.0,0.0,JT07,15.0,61.0,34.60538,-79.03276,"LINESTRING ( -80.6244145 35.8055378, -79.03276 34.60538)",LUMBERTON JUNIOR HIGH SCHOOL,187.11498133227585
371639704001002PJ1,,B371639704001002,1,2.0,0.0,,,35.044716,-78.5616727,3.0,3.0,3.0,JT07,15.0,61.0,34.623703,-79.053109,"LINESTRING ( -78.5616727 35.044716, -79.053109 34.623703)",PUBLIC SCHOOLS OF REBESON CNTY,75.51913778294106
371650101011019PJ1,,B371650101011019,2,1.0,0.0,,,34.7354138,-79.4945077,3.0,2.0,4.0,JT07,15.0,61.0,34.623703,-79.053109,"LINESTRING ( -79.4945077 34.7354138, -79.053109 34.623703)",PUBLIC SCHOOLS OF REBESON CNTY,31.869834446170515
371650101012027PJ1,,B371650101012027,2,3.0,0.0,,,34.7282529,-79.5126887,2.0,2.0,2.0,JT07,15.0,61.0,34.623703,-79.053109,"LINESTRING ( -79.5126887 34.7282529, -79.053109 34.623703)",PUBLIC SCHOOLS OF REBESON CNTY,32.99516088147519
371650101021004PJ1,,B371650101021004,1,1.0,0.0,,,34.7801867,-79.5225121,2.0,2.0,4.0,JT07,15.0,61.0,34.623703,-79.053109,"LINESTRING ( -79.5225121 34.7801867, -79.053109 34.623703)",PUBLIC SCHOOLS OF REBESON CNTY,36.60775944371009
371650101021008PJ1,,B371650101021008,1,1.0,0.0,,,34.7495601,-79.5255328,3.0,3.0,2.0,JT07,15.0,61.0,34.623703,-79.053109,"LINESTRING ( -79.5255328 34.7495601, -79.053109 34.623703)",PUBLIC SCHOOLS OF REBESON CNTY,35.111380649424945
371650101021077PJ1,,B371650101021077,1,2.0,0.0,,,34.7463006,-79.50133,3.0,3.0,3.0,JT07,15.0,61.0,34.623703,-79.053109,"LINESTRING ( -79.50133 34.7463006, -79.053109 34.623703)",PUBLIC SCHOOLS OF REBESON CNTY,32.998342662456785
371650101024065PJ1,,B371650101024065,2,1.0,0.0,,,34.7705637,-79.4686231,3.0,2.0,4.0,JT07,15.0,61.0,34.623703,-79.053109,"LINESTRING ( -79.4686231 34.7705637, -79.053109 34.623703)",PUBLIC SCHOOLS OF REBESON CNTY,31.948752270416243
371650102002026PJ1,,B371650102002026,2,2.0,0.0,,,34.7779267,-79.4571729,2.0,3.0,3.0,JT07,15.0,61.0,34.623703,-79.053109,"LINESTRING ( -79.4571729 34.7779267, -79.053109 34.623703)",PUBLIC SCHOOLS OF REBESON CNTY,31.615977828870616
371650103001070PJ1,,B371650103001070,1,2.0,0.0,,,34.7448373,-79.4796929,3.0,3.0,1.0,JT07,15.0,61.0,34.61427,-78.98773,"LINESTRING ( -79.4796929 34.7448373, -78.98773 34.61427)",JANIE CARYLE HARGRAVE SCHOOL,31.207138690512885
371650103005020PJ1,,B371650103005020,2,2.0,0.0,,,34.7594255,-79.4655156,3.0,2.0,4.0,JT07,15.0,61.0,34.623703,-79.053109,"LINESTRING ( -79.4655156 34.7594255, -79.053109 34.623703)",PUBLIC SCHOOLS OF REBESON CNTY,30.998249457946493
371650105002004PJ1,,B371650105002004,2,1.0,0.0,,,34.8033745,-79.5486611,3.0,3.0,3.0,JT07,15.0,61.0,34.623703,-79.053109,"LINESTRING ( -79.5486611 34.8033745, -79.053109 34.623703)",PUBLIC SCHOOLS OF REBESON CNTY,40.02433091750491
371650106001052PJ1,,B371650106001052,2,1.0,0.0,,,34.7833465,-79.5073984,2.0,2.0,2.0,JT07,15.0,61.0,34.623703,-79.053109,"LINESTRING ( -79.5073984 34.7833465, -79.053109 34.623703)",PUBLIC SCHOOLS OF REBESON CNTY,35.6576268850453
371650106005036PJ1,,B371650106005036,2,1.0,0.0,,,34.8581548,-79.414398,3.0,2.0,4.0,JT07,15.0,61.0,34.63871,-79.01208,"LINESTRING ( -79.414398 34.8581548, -79.01208 34.63871)",TANGLEWOOD ELEMENTARY SCHOOL,35.40451526451594
371679301012057PJ1,,B371679301012057,2,1.0,0.0,,,35.4443159,-80.2732936,1.0,1.0,0.0,JT07,15.0,61.0,34.623703,-79.053109,"LINESTRING ( -80.2732936 35.4443159, -79.053109 34.623703)",PUBLIC SCHOOLS OF REBESON CNTY,136.34347496275447
371679312013014PJ1,,B371679312013014,1,2.0,0.0,,,35.3545129,-80.1821061,1.0,1.0,0.0,JT07,15.0,61.0,34.623703,-79.053109,"LINESTRING ( -80.1821061 35.3545129, -79.053109 34.623703)",PUBLIC SCHOOLS OF REBESON CNTY,123.49299474392464
371719308022023PJ1,,B371719308022023,2,1.0,0.0,,,36.3451455,-80.8131042,3.0,2.0,4.0,JT07,15.0,61.0,34.623703,-79.053109,"LINESTRING ( -80.8131042 36.3451455, -79.053109 34.623703)",PUBLIC SCHOOLS OF REBESON CNTY,243.55421514939232
371719310032025PJ1,,B371719310032025,2,1.0,0.0,,,36.3262334,-80.700662,1.0,1.0,0.0,JT07,15.0,61.0,34.623703,-79.053109,"LINESTRING ( -80.700662 36.3262334, -79.053109 34.623703)",PUBLIC SCHOOLS OF REBESON CNTY,235.8336695035733
371719310032035PJ1,,B371719310032035,1,1.0,0.0,,,36.3313309,-80.7377152,3.0,3.0,4.0,JT07,15.0,61.0,34.61064,-79.02268,"LINESTRING ( -80.7377152 36.3313309, -79.02268 34.61064)",W H KNUCKLES ELEMENTARY SCHOOL,238.2543362020864
371759603001009PJ1,,B371759603001009,2,1.0,0.0,,,35.2565702,-82.7111154,2.0,2.0,1.0,JT07,15.0,61.0,34.60538,-79.03276,"LINESTRING ( -82.7111154 35.2565702, -79.03276 34.60538)",LUMBERTON JUNIOR HIGH SCHOOL,329.4217421332494
371759605002055PJ1,,B371759605002055,2,1.0,0.0,,,35.2391538,-82.8607699,2.0,3.0,4.0,JT07,15.0,61.0,34.623703,-79.053109,"LINESTRING ( -82.8607699 35.2391538, -79.053109 34.623703)",PUBLIC SCHOOLS OF REBESON CNTY,342.36486031753384
371790203072023PJ1,,B371790203072023,2,1.0,0.0,,,35.0239902,-80.6620246,1.0,1.0,0.0,JT07,15.0,61.0,34.623703,-79.053109,"LINESTRING ( -80.6620246 35.0239902, -79.053109 34.623703)",PUBLIC SCHOOLS OF REBESON CNTY,142.64627231345852
371790209023043PJ1,,B371790209023043,2,1.0,0.0,,,34.8288505,-80.6084194,1.0,1.0,0.0,JT07,15.0,61.0,34.623703,-79.053109,"LINESTRING ( -80.6084194 34.8288505, -79.053109 34.623703)",PUBLIC SCHOOLS OF REBESON CNTY,132.36365824288356
371830530051008PJ1,,B371830530051008,2,1.0,0.0,,,35.7264293,-78.7683246,2.0,3.0,4.0,JT07,15.0,61.0,34.623703,-79.053109,"LINESTRING ( -78.7683246 35.7264293, -79.053109 34.623703)",PUBLIC SCHOOLS OF REBESON CNTY,130.8871287210113
371830535181009PJ1,,B371830535181009,1,2.0,0.0,,,35.7578053,-78.8111297,3.0,2.0,2.0,JT07,15.0,61.0,34.623703,-79.053109,"LINESTRING ( -78.8111297 35.7578053, -79.053109 34.623703)",PUBLIC SCHOOLS OF REBESON CNTY,133.1757256450088
371830539004033PJ1,,B371830539004033,2,1.0,0.0,,,35.9614013,-78.5787613,2.0,2.0,3.0,JT07,15.0,61.0,34.623703,-79.053109,"LINESTRING ( -78.5787613 35.9614013, -79.053109 34.623703)",PUBLIC SCHOOLS OF REBESON CNTY,161.11491910197955
371830541082012PJ1,,B371830541082012,1,1.0,0.0,,,35.7605531,-78.4321606,3.0,3.0,4.0,JT07,15.0,61.0,34.623703,-79.053109,"LINESTRING ( -78.4321606 35.7605531, -79.053109 34.623703)",PUBLIC SCHOOLS OF REBESON CNTY,146.13327136653126
371899207033016PJ1,,B371899207033016,2,1.0,0.0,,,36.1829798,-81.6281731,2.0,1.0,0.0,JT07,15.0,61.0,34.61064,-79.02268,"LINESTRING ( -81.6281731 36.1829798, -79.02268 34.61064)",W H KNUCKLES ELEMENTARY SCHOOL,282.7046276987005
371939608021006PJ1,,B371939608021006,2,1.0,0.0,,,36.1630882,-81.2166625,3.0,3.0,4.0,JT07,15.0,61.0,34.61427,-78.98773,"LINESTRING ( -81.2166625 36.1630882, -78.98773 34.61427)",JANIE CARYLE HARGRAVE SCHOOL,253.06988709172973
371939611003011PJ1,,B371939611003011,1,2.0,0.0,,,36.1498164,-81.15067,2.0,2.0,3.0,JT07,15.0,61.0,34.623703,-79.053109,"LINESTRING ( -81.15067 36.1498164, -79.053109 34.623703)",PUBLIC SCHOOLS OF REBESON CNTY,247.73714506981503
371999604001084PJ1,,B371999604001084,1,1.0,0.0,,,35.952733,-82.3435931,3.0,2.0,2.0,JT07,15.0,61.0,34.63871,-79.01208,"LINESTRING ( -82.3435931 35.952733, -79.01208 34.63871)",TANGLEWOOD ELEMENTARY SCHOOL,323.5700730184589
371650104002062PJ1,,B371650104002062,2,1.0,0.0,,,34.7051081,-79.5070084,3.0,1.0,0.0,JT07,15.0,61.0,34.623703,-79.053109,"LINESTRING ( -79.5070084 34.7051081, -79.053109 34.623703)",PUBLIC SCHOOLS OF REBESON CNTY,42.81521631896071
370850704022003PJ1,,B370850704022003,2,1.0,0.0,,,35.4045045,-78.6076573,3.0,2.0,4.0,JT07,15.0,61.0,34.63871,-79.01208,"LINESTRING ( -78.6076573 35.4045045, -79.01208 34.63871)",TANGLEWOOD ELEMENTARY SCHOOL,116.55542551181354
370510016031028PJ1,,B370510016031028,1,1.0,0.0,,,35.0016705,-78.9305035,2.0,3.0,3.0,JT07,15.0,61.0,34.623703,-79.053109,"LINESTRING ( -78.9305035 35.0016705, -79.053109 34.623703)",PUBLIC SCHOOLS OF REBESON CNTY,58.8507238903709
370139309003087PJ1,,B370139309003087,2,1.0,0.0,,,35.3214252,-76.9377678,2.0,2.0,4.0,JT07,15.0,61.0,34.64676,-78.99865,"LINESTRING ( -76.9377678 35.3214252, -78.99865 34.64676)",LUMBERTON SENIOR HIGH SCHOOL,202.13348949039136
370179502002122PJ1,,B370179502002122,2,1.0,0.0,,,34.7507018,-78.6857835,3.0,2.0,4.0,JT07,15.0,61.0,34.64676,-78.99865,"LINESTRING ( -78.6857835 34.7507018, -78.99865 34.64676)",LUMBERTON SENIOR HIGH SCHOOL,30.802938799175653
370179503003019PJ1,,B370179503003019,1,1.0,0.0,,,34.6427684,-78.7650003,3.0,2.0,4.0,JT07,15.0,61.0,34.623703,-79.053109,"LINESTRING ( -78.7650003 34.6427684, -79.053109 34.623703)",PUBLIC SCHOOLS OF REBESON CNTY,21.378580428965503
370179503005007PJ1,,B370179503005007,2,1.0,0.0,,,34.8113719,-78.8792815,3.0,2.0,4.0,JT07,15.0,61.0,34.64676,-78.99865,"LINESTRING ( -78.8792815 34.8113719, -78.99865 34.64676)",LUMBERTON SENIOR HIGH SCHOOL,21.206731987752867
370179505004025PJ2,,B370179505004025,2,1.0,0.0,,,34.536631,-78.7984374,3.0,2.0,2.0,JT07,15.0,61.0,34.64676,-78.99865,"LINESTRING ( -78.7984374 34.536631, -78.99865 34.64676)",LUMBERTON SENIOR HIGH SCHOOL,22.1042795393712
370179505006021PJ1,,B370179505006021,2,2.0,0.0,,,34.5306148,-78.8024385,3.0,3.0,3.0,JT07,15.0,61.0,34.64676,-78.99865,"LINESTRING ( -78.8024385 34.5306148, -78.99865 34.64676)",LUMBERTON SENIOR HIGH SCHOOL,22.188322582652155
370190205096036PJ1,,B370190205096036,2,3.0,0.0,,,33.9048967,-78.4444474,2.0,2.0,2.0,JT07,15.0,61.0,34.64676,-78.99865,"LINESTRING ( -78.4444474 33.9048967, -78.99865 34.64676)",LUMBERTON SENIOR HIGH SCHOOL,97.03999652942198
370479308002013PJ1,,B370479308002013,2,1.0,0.0,,,34.3447421,-78.6962835,3.0,3.0,4.0,JT07,15.0,61.0,34.64676,-78.99865,"LINESTRING ( -78.6962835 34.3447421, -78.99865 34.64676)",LUMBERTON SENIOR HIGH SCHOOL,43.6269752615268
370479308002014PJ1,,B370479308002014,2,1.0,0.0,,,34.3429777,-78.6937053,3.0,3.0,4.0,JT07,15.0,61.0,34.623703,-79.053109,"LINESTRING ( -78.6937053 34.3429777, -79.053109 34.623703)",PUBLIC SCHOOLS OF REBESON CNTY,43.928801299529376
370479310001026PJ1,,B370479310001026,2,2.0,0.0,,,34.2908728,-78.7297008,2.0,2.0,1.0,JT07,15.0,61.0,34.64676,-78.99865,"LINESTRING ( -78.7297008 34.2908728, -78.99865 34.64676)",LUMBERTON SENIOR HIGH SCHOOL,46.72235005959176
370510008001005PJ1,,B370510008001005,2,2.0,0.0,,,35.0660065,-78.8910174,3.0,3.0,4.0,JT07,15.0,61.0,34.64676,-78.99865,"LINESTRING ( -78.8910174 35.0660065, -78.99865 34.64676)",LUMBERTON SENIOR HIGH SCHOOL,47.526836653354025
370510016012022PJ2,,B370510016012022,2,1.0,0.0,,,34.9711204,-78.956815,3.0,3.0,4.0,JT07,15.0,61.0,34.623703,-79.053109,"LINESTRING ( -78.956815 34.9711204, -79.053109 34.623703)",PUBLIC SCHOOLS OF REBESON CNTY,36.15284031613283
